CampaignID,SendDate,SendHour,AudienceSize,Subject,TopKeywords,OpenRate,ClickRate,ConversionRate,DeviceType,CustomerSegment,CampaignType
CMP18202,2023-05-25,17,500,flash sur nos best-sellers,"offre, cadeau, pack, super, avantage, spécial",17.31,1.54,0.1,Mobile,Loyal,Promotion
CMP17486,2023-08-12,15,2000,super pour vous — 6 jours seulement ❤️,"livraison, nouvelle, coupon, spécial, instantané, super",18.27,2.99,0.67,Mobile,Loyal,Promotion
CMP19655,2023-08-23,0,500,pack : jusqu’à 20% de remise !,"remise, prix, jusqu’à, surprise, avantage, stock",3.51,1.43,0.0,Mobile,Inactive,Promotion
CMP10806,2023-06-21,5,1000,plaisir — ne manquez pas cette opportunité,"magie, célébrez, événement, fin d’année, cadeau, maman",23.93,3.03,0.51,Mobile,Returning,Seasonal
CMP14805,2023-11-24,20,1000,tendances — ne manquez pas cette opportunité,"coulisses, idées, découvrez, revue, tendances, histoire",11.08,0.26,0.0,Mobile,New,Newsletter
CMP20586,2024-05-31,10,500,collaboration : nos clients adorent,"tendances, décryptage, interview, concept, produit, sélection",15.96,2.62,0.91,Mobile,Returning,Newsletter
CMP20300,2024-06-22,2,500,commande — ne manquez pas cette opportunité,"bonus, vente, gratuit, bundle, coupon, économie",21.76,2.45,0.23,Mobile,VIP,Promotion
CMP20973,2025-04-11,16,5000,histoire : jusqu’à 20% de remise !,"must-have, concept, innovation, édition limitée, inspiration, produit",12.73,2.36,0.0,Mobile,Returning,Newsletter
CMP21944,2024-08-02,6,10000,idées — ne manquez pas cette opportunité,"focus, créatif, nouveau, innovation, nouveautés, incontournable",21.62,2.94,0.75,Desktop,Returning,Newsletter
CMP20426,2025-08-03,1,1000,nouveau — offres limitées aujourd’hui,"incontournable, produit, articles, sélection, innovation, newsletter",11.7,3.36,0.43,Mobile,New,Newsletter
CMP19155,2024-11-16,16,2000,meilleur sur nos best-sellers,"spécial, offre, inédit, duo pack, satisfaction, code",9.53,1.86,0.0,Desktop,Returning,Promotion
CMP17511,2024-09-25,8,1000,exclusif — ne manquez pas cette opportunité,"commande, gratuit, bon, gratuit, limité, anniversaire",19.05,2.51,1.71,Desktop,Loyal,Promotion
CMP18056,2025-06-12,10,5000,idées — offres limitées aujourd’hui,"guide, lookbook, newsletter, incontournable, must-have, bon plan",13.17,0.1,0.22,Desktop,Inactive,Newsletter
CMP14494,2023-06-22,21,1000,connectez — ne manquez pas cette opportunité,"retour, fidélité, nouvelle chance, exclusif, invitation, revenez",12.56,0.1,0.82,Mobile,Loyal,Re-engagement
CMP12632,2025-09-15,5,1000,actualité : jusqu’à 10% de remise !,"histoire, bestseller, nouveautés, concept, nouveau, story",9.45,1.69,0.0,Mobile,New,Newsletter
CMP20673,2024-04-25,0,20000,créatif — ne manquez pas cette opportunité,"exclusif, moment, blog, incontournable, interview, collaboration",0.5,0.1,0.56,Mobile,New,Newsletter
CMP18896,2023-05-13,15,1000,tenue — livraison gratuite,"joie, fin d’année, célébrez, ambiance, bonne année, édition",28.75,3.48,0.53,Mobile,VIP,Seasonal
CMP18623,2023-01-14,22,10000,temps — ne manquez pas cette opportunité,"finalisez, temps, profitez, terminer, expédition, promotion",22.47,2.49,0.34,Mobile,VIP,Reminder
CMP17832,2025-05-15,13,1000,vente : jusqu’à 50% de remise !,"surprise, bonus, gratuit, coupon, livraison, bundle",12.15,2.58,0.0,Desktop,New,Promotion
CMP14388,2025-02-09,2,500,panier pour vous — 6 jours seulement,"sauvegardé, votre achat, reprendre, achetez, confirmation, promotion",9.75,3.95,0.0,Mobile,New,Reminder
CMP10145,2024-06-18,13,2000,fidélité : jusqu’à 20% de remise !,"bon, remise, profitez, exclusif, bonus, fidélité",22.54,4.01,0.16,Desktop,Loyal,Promotion
CMP16467,2024-08-27,18,10000,cadeau : jusqu’à 10% de remise !,"partage, moment, offre spéciale, repas, esprit, chaud",22.28,5.48,0.43,Mobile,Inactive,Seasonal
CMP12033,2024-04-17,18,500,moment unique — offres limitées aujourd’hui,"papa, spécial saison, fête, tradition, nouvel an, collection été",30.21,5.78,0.0,Mobile,Inactive,Seasonal
CMP20942,2025-05-13,1,2000,bénéficiez — livraison gratuite,"terminer, commande, revenez, panier, bénéficiez, manquant",7.62,0..51,0.0,Mobile,Inactive,Reminder
CMP11165,2025-02-05,22,1000,regardez : jusqu’à 30% de remise !,"reprendre, poursuivez, encore, profitez, votre achat, encore disponible",30.68,5.13,0.19,Mobile,VIP,Reminder
CMP12050,2024-12-05,23,2000,meilleur pour vous — 3 jours seulement,"coupon, deal, économie, cadeau, bon, rabais",6.76,0.1,0.66,Mobile,Returning,Promotion
CMP13760,2023-05-11,5,500,highlights — offres limitées aujourd’hui,"tendances, bon plan, lancement, collaboration, partage, guide",12.24,0.1,0.0,Mobile,New,Newsletter
CMP14435,2025-08-30,7,500,achetez : découvrez nos nouveautés,"réassort, achetez, en attente, oubliez, stock, urgence",18.32,3.25,0.36,Mobile,Returning,Reminder
CMP13430,2024-12-01,6,5000,revue : nos clients adorent,"actualité, recommandation, bon plan, histoire, nouveautés, guide",14.74,1.57,1.17,Desktop,Returning,Newsletter
CMP18190,2025-03-30,2,5000,papa sur nos best-sellers,"partage, ambiance, soleil, tenue, réveillon, fin d’année",22.29,5.25,0.0,Mobile,New,Seasonal
CMP20507,2023-08-07,7,500,gratuit : jusqu’à 20% de remise !,"spécial, flash, profitez, vente, pack, limité",9.61,0.1,0.0,Desktop,New,Promotion
CMP17069,2024-05-31,15,2000,panier — ne manquez pas cette opportunité,"pack, gagnez, instantané, économie, anniversaire, coupon",21.33,3.59,0.5,Mobile,Returning,Promotion
CMP14361,2023-11-30,21,1000,invité : nos clients adorent,"prolongation, personnalisé, bienvenue, spécialement pour vous, client, connexion",8.12,1.53,0.94,Mobile,Returning,Re-engagement
CMP19454,2024-01-26,23,10000,exception — livraison gratuite,"super, gratuit, commande, instantané, deal, nouvelle",18.61,3.49,0.03,Mobile,Returning,Promotion
CMP11771,2023-12-13,9,20000,sélection — offres limitées aujourd’hui,"recommandation, découvrez, histoire, sélection, must-have, partage",16.53,1.7,0.0,Mobile,Returning,Newsletter
CMP13511,2025-01-20,11,500,nouveau — ne manquez pas cette opportunité,"concept, décryptage, lancement, idées, inspiration du mois, thématique",20.89,1.45,0.27,Mobile,Returning,Newsletter
CMP10271,2023-01-24,23,1000,notre univers sur nos best-sellers,"connexion, nouvelle chance, client, retour gagnant, reprise, merci encore",7.39,0.85,0.57,Mobile,Returning,Re-engagement
CMP18436,2025-09-13,16,5000,fête pour vous — 3 jours seulement,"réveillon, anniversaire, plage, festif, fin d’année, froid",22.03,1.7,0.73,Desktop,Returning,Seasonal
CMP12032,2023-10-15,6,2000,promo — ne manquez pas cette opportunité,"livraison, urgent, baisse, exceptionnelle, semaine, commande",25.21,4.24,1.14,Mobile,Loyal,Promotion
CMP19005,2024-11-09,4,5000,prix — livraison gratuite,"avantage, rabais, deal, fidélité, livraison, gagnez",13.97,3.36,0.0,Mobile,Returning,Promotion
CMP21596,2024-04-23,4,500,limité : découvrez nos nouveautés,"exception, satisfaction, profitez, livraison, gagnez, stock",5.33,0.47,0.43,Mobile,Returning,Promotion
CMP13810,2023-11-10,20,5000,deal sur nos best-sellers,"prix, duo pack, essai, deal, exclusif, client",15.59,0.1,1.12,Mobile,Returning,Promotion
CMP19996,2025-02-23,12,5000,instantané : découvrez nos nouveautés,"surprise, essai, profitez, jusqu’à, gagnez, baisse",13.08,0.29,0.0,Mobile,New,Promotion
CMP14346,2024-11-14,1,2000,éditorial — livraison gratuite,"collaboration, incontournable, interview, concept, décryptage, astuces",6.48,0.4,0.0,Mobile,New,Newsletter
CMP10545,2024-05-22,3,500,semaine — ne manquez pas cette opportunité,"prix, coupon, essai, remise, instantané, deal",0.5,0.1,0.73,Mobile,Inactive,Promotion
CMP13241,2025-02-01,19,1000,newsletter pour vous — 2 jours seulement,"coulisses, bon plan, thématique, découvrez, partage, interview",13.27,1.82,0.56,Mobile,Inactive,Newsletter
CMP18930,2024-10-07,10,500,moment — offres limitées aujourd’hui,"tenue, printemps, pâques, cadeau, décoration, bonne année",30.08,3.24,0.2,Desktop,Loyal,Seasonal
CMP18502,2024-05-07,7,1000,finalisez : nos clients adorent,"manquant, disponible, profitez, encore, paiement, aujourd’hui",22.13,5.49,0.51,Desktop,Returning,Reminder
CMP19323,2024-09-01,13,10000,interview : découvrez nos nouveautés,"highlights, concept, incontournable, innovation, guide, style",9.66,0.1,0.34,Mobile,New,Newsletter
CMP21897,2023-12-10,17,500,gagnez : nos clients adorent,"exclusif, satisfaction, coupon, promo, urgent, gagnez",11.94,0.74,0.0,Mobile,Inactive,Promotion
CMP17564,2023-02-25,17,5000,actualité : découvrez nos nouveautés,"innovation, retour client, bestseller, découvrez, nouveautés, guide",4.24,0.1,0.0,Mobile,Loyal,Newsletter
CMP10920,2024-02-06,4,500,baisse — offres limitées aujourd’hui,"client, nouvelle, code, bon, baisse, avantage",16.21,3.56,0.01,Mobile,Loyal,Promotion
CMP20932,2025-10-25,9,1000,économie : découvrez nos nouveautés,"semaine, offre, urgent, craquez, anniversaire, bonus",19.05,4.7,0.0,Desktop,Inactive,Promotion
CMP16640,2024-03-21,10,2000,club pour vous — 6 jours seulement,"petit mot, revivez, surprise, récompense, réactivation, relance",13.46,1.95,0.88,Mobile,New,Re-engagement
CMP17694,2023-02-16,8,500,concept : jusqu’à 10% de remise !,"éditorial, histoire, must-have, nouveautés, créatif, inspiration",10.24,0.42,0.39,Mobile,New,Newsletter
CMP18230,2025-01-22,0,1000,spécial saison : jusqu’à 20% de remise !,"spécial saison, papa, fin d’année, déstockage, anniversaire, nouvel an",19.15,1.85,0.0,Mobile,Inactive,Seasonal
CMP17126,2024-04-28,0,10000,encore — offres limitées aujourd’hui,"manquant, terminer, réassort, stock, regardez, votre sélection",12.19,1.78,0.0,Mobile,Inactive,Reminder
CMP14278,2023-09-05,1,1000,histoire : jusqu’à 50% de remise !,"inspiration, actualité, lookbook, décryptage, bestseller, bon plan",18.67,1.12,0.0,Mobile,VIP,Newsletter
CMP12983,2025-01-10,3,500,communauté pour vous — 5 jours seulement,"nouvelle chance, revenez, invité, rejoignez, client, réactivation",13.88,1.17,0.43,Desktop,Loyal,Re-engagement
CMP10130,2025-04-05,13,1000,semaine — livraison gratuite,"bundle, inédit, spécial, nouvelle, équipe, gratuit",16.11,2.12,0.0,Mobile,Returning,Promotion
CMP17980,2024-03-29,20,1000,magie : découvrez nos nouveautés,"rentrée, partage, valentin, événement, automne, soleil",27.32,4.6,0.0,Mobile,New,Seasonal
CMP12667,2025-03-20,13,1000,astuces — livraison gratuite,"coulisses, idées, story, inspiration, innovation, décryptage",6.11,0.1,0.05,Desktop,Inactive,Newsletter
CMP17138,2024-09-02,20,1000,aujourd’hui : nos clients adorent,"urgence, votre achat, sauvegardé, terminer, encore disponible, expédition",27.88,3.52,0.59,Desktop,Returning,Reminder
CMP13223,2023-11-01,20,500,super : jusqu’à 50% de remise !,"cadeau, anniversaire, rabais, prix, panier, duo",27.36,4.26,0.8,Mobile,Loyal,Promotion
CMP19374,2024-08-08,18,5000,cadeau : jusqu’à 40% de remise !,"deal, prix, prix, promo, jusqu’à, panier",13.62,0.1,0.0,Mobile,Returning,Promotion
CMP17693,2024-03-15,2,500,édition limitée — ne manquez pas cette opportunité,"lookbook, décryptage, histoire, highlights, collaboration, concept",4.14,0.1,0.0,Mobile,New,Newsletter
CMP15392,2025-10-28,21,2000,soldes — offres limitées aujourd’hui,"avantage, client, soldes, panier, anniversaire, promo",18.04,0.39,0.18,Mobile,Returning,Promotion
CMP10614,2024-05-16,15,2000,gagnez : découvrez nos nouveautés,"semaine, meilleur, stock, gratuit, rabais, gagnez",15.68,0.92,0.0,Mobile,Returning,Promotion
CMP21881,2024-04-25,12,500,astuces : nos clients adorent,"highlights, revue, partage, incontournable, nouveau, sélection",13.7,2.57,0.0,Mobile,Loyal,Newsletter
CMP11466,2024-07-25,13,2000,lancement sur nos best-sellers,"idées, concept, guide, découvrez, design, blog",15.99,0.1,0.0,Desktop,Returning,Newsletter
CMP14497,2024-06-24,1,5000,satisfaction — livraison gratuite ❤️,"exception, économie, prix, code, surprise, essai",1.33,0.1,0.0,Mobile,Inactive,Promotion
CMP13042,2023-11-01,13,5000,design sur nos best-sellers,"design, retour client, lookbook, préférence, sélection, guide",0.5,0.39,0.0,Mobile,Inactive,Newsletter
CMP19126,2024-02-28,5,1000,client — ne manquez pas cette opportunité,"deal, semaine, meilleur, urgent, gratuit, instantané",4.48,0.1,0.73,Mobile,Inactive,Promotion
CMP12419,2025-04-29,15,1000,exclusif : jusqu’à 20% de remise !,"tendances, highlights, must-have, sélection, story, nouveau",9.83,1.0,0.19,Mobile,Inactive,Newsletter
CMP15085,2023-06-19,19,2000,rabais — livraison gratuite,"duo, gagnez, satisfaction, anniversaire, vente, exceptionnelle",19.18,4.61,0.0,Desktop,New,Promotion
CMP13294,2024-05-24,10,500,collection : nos clients adorent,"concept, moment, story, lookbook, tendances, thématique",12.77,1.11,0.23,Mobile,Inactive,Newsletter
CMP16737,2024-06-24,3,2000,repas — offres limitées aujourd’hui,"vacances, rentrée, fin d’année, esprit, printemps, chaud",18.53,1.85,0.43,Mobile,Inactive,Seasonal
CMP11500,2023-03-26,18,2000,éditorial sur nos best-sellers,"actualité, événement, innovation, must-have, style, moment",21.53,0.1,0.23,Mobile,Returning,Newsletter
CMP19018,2023-06-14,20,1000,rabais — offres limitées aujourd’hui,"offre, bon, instantané, fidélité, remise, stock",18.13,2.45,0.0,Mobile,Inactive,Promotion
CMP11521,2023-06-28,5,5000,blog pour vous — 6 jours seulement,"must-have, idées, interview, produit, inspiration du mois, événement",7.38,0.1,0.11,Tablet,Returning,Newsletter
CMP20931,2023-12-29,1,500,cadeau : découvrez nos nouveautés,"soldes, urgent, promo, fidélité, instantané, anniversaire",10.06,0.1,0.0,Desktop,Returning,Promotion
CMP14232,2025-06-08,14,500,meilleur : découvrez nos nouveautés,"exclusif, prix, nouvelle, livraison, profitez, deal",5.62,0.43,0.59,Mobile,Inactive,Promotion
CMP17686,2024-01-13,20,1000,confirmation — ne manquez pas cette opportunité,"expédition, finalisez, regardez, en attente, terminer, disponible",29.16,5.3,0.48,Mobile,Returning,Reminder
CMP18820,2024-04-18,10,1000,cyber monday — offres limitées aujourd’hui,"maman, papa, repas, fin d’année, soleil, cadeau",34.87,3.27,0.53,Desktop,Returning,Seasonal
CMP14430,2024-06-07,16,2000,design pour vous — 4 jours seulement,"coulisses, lancement, innovation, événement, highlights, éditorial",19.23,2.82,0.36,Desktop,Loyal,Newsletter
CMP10390,2025-05-24,22,2000,festif pour vous — 6 jours seulement,"illuminez, célébrez, moment unique, moment, bonne année, pâques",31.92,5.9,0.04,Mobile,Returning,Seasonal
CMP21831,2024-04-18,19,2000,profitez : nos clients adorent,"bon, pack, semaine, instantané, livraison, promo",24.12,0.63,0.0,Mobile,Returning,Promotion
CMP17124,2023-03-17,16,1000,jusqu’à — offres limitées aujourd’hui,"gagnez, économie, instantané, coupon, craquez, duo",19.97,1.81,0.0,Desktop,Returning,Promotion
CMP15913,2023-04-07,16,10000,client — ne manquez pas cette opportunité,"retour, invité, merci encore, relance, motivation, retenter",3.46,0.1,0.52,Desktop,Returning,Re-engagement
CMP18592,2025-02-20,1,500,exclusif : nos clients adorent,"gratuit, réduction, soldes, rabais, promo, bundle",21.39,2.83,0.03,Mobile,Loyal,Promotion
CMP14806,2024-04-10,6,2000,story — livraison gratuite,"découvrez, incontournable, newsletter, inspiration du mois, innovation, story",4.06,0.1,0.0,Mobile,Inactive,Newsletter
CMP20734,2025-04-21,8,500,inspiration du mois pour vous — 3 jours seulement,"décryptage, incontournable, inspiration du mois, newsletter, inspiration, bestseller",24.59,0.84,0.0,Desktop,Loyal,Newsletter
CMP18238,2024-12-09,17,10000,profitez : nos clients adorent,"pack, offre, essai, nouvelle, avantage, super",11.28,0.1,0.0,Desktop,Returning,Promotion
CMP18044,2025-07-16,8,2000,livraison : découvrez nos nouveautés,"duo pack, pack, urgent, gratuit, craquez, équipe",5.4,0.1,0.0,Mobile,Inactive,Promotion
CMP21734,2024-12-08,21,500,soldes : jusqu’à 30% de remise !,"soldes, profitez, promo, exclusif, avantage, anniversaire",21.18,0.1,0.0,Mobile,Returning,Promotion
CMP13993,2023-09-21,10,500,code : nos clients adorent,"super, offre, prix, panier, instantané, craquez",16.54,5.29,0.42,Mobile,Inactive,Promotion
CMP21459,2023-08-22,23,500,gratuit — livraison gratuite,"surprise, équipe, prix, offre, gratuit, meilleur",23.86,5.42,0.66,Mobile,Returning,Promotion
CMP16609,2025-08-30,9,20000,satisfaction — ne manquez pas cette opportunité,"promo, duo, commande, urgent, client, meilleur",13.8,0.1,0.06,Desktop,Returning,Promotion
CMP15319,2024-02-05,13,5000,histoire — livraison gratuite,"tendances, astuces, incontournable, événement, concept, préférence",17.88,1.47,1.06,Desktop,VIP,Newsletter
CMP21807,2024-12-14,13,1000,abandon — ne manquez pas cette opportunité,"réassort, rappel, regardez, paiement, produit, stock",16.99,4.4,0.12,Desktop,Returning,Reminder
CMP17119,2024-10-11,18,1000,offre sur nos best-sellers,"soldes, équipe, cadeau, fidélité, exclusif, baisse",17.61,2.13,0.0,Mobile,Returning,Promotion
CMP12421,2025-03-11,20,5000,équipe : découvrez nos nouveautés,"prix, réduction, panier, jusqu’à, satisfaction, économie",26.87,5.11,0.14,Mobile,Loyal,Promotion
CMP15604,2024-05-06,22,10000,poursuivez : découvrez nos nouveautés,"poursuivez, bénéficiez, regardez, aujourd’hui, article, promotion",14.15,2.53,0.72,Mobile,New,Reminder
CMP11750,2023-12-30,13,2000,invité — offres limitées aujourd’hui,"offre unique, retenter, personnalisé, relance, club, retour gagnant",11.9,0.6,0.01,Mobile,Inactive,Re-engagement
CMP20807,2025-01-01,15,500,deal — livraison gratuite,"exception, prix, profitez, pack, remise, duo pack",6.54,1.24,0.52,Mobile,Inactive,Promotion
CMP21659,2025-03-03,19,1000,article : nos clients adorent,"revenez, expédition, réassort, sauvegardé, temps, stock",14.29,2.39,0.0,Mobile,Inactive,Reminder
CMP10338,2024-07-11,19,1000,produit — ne manquez pas cette opportunité,"collaboration, incontournable, bestseller, interview, bon plan, concept",23.2,1.65,0.09,Tablet,VIP,Newsletter
CMP18407,2025-04-16,23,1000,merci encore sur nos best-sellers,"revenez, longtemps, récompense, rejoignez, client, adhérent",6.38,0.1,0.0,Desktop,New,Re-engagement
CMP11341,2025-08-07,17,10000,panier : jusqu’à 40% de remise !,"satisfaction, cadeau, bon, rabais, commande, surprise",9.0,1.13,0.87,Mobile,Returning,Promotion
CMP21451,2024-08-18,9,1000,votre sélection — livraison gratuite,"encore, promotion, encore disponible, profitez, attention, aujourd’hui",26.03,4.77,0.45,Mobile,Loyal,Reminder
CMP17982,2023-12-07,23,2000,articles : nos clients adorent,"lookbook, concept, revue, moment, nouveau, inspiration du mois",25.47,3.34,0.28,Desktop,VIP,Newsletter
CMP13640,2024-01-11,9,10000,avantage : découvrez nos nouveautés,"essai, remise, duo, panier, prix, inédit",26.2,0.1,0.17,Mobile,VIP,Promotion
CMP10329,2025-05-08,13,500,jusqu’à sur nos best-sellers,"code, pack, spécial, bon, inédit, instantané",10.97,3.14,0.26,Mobile,Returning,Promotion
CMP20590,2024-02-04,16,2000,essai : jusqu’à 10% de remise !,"gratuit, rabais, profitez, spécial, pack, deal",5.8,0.1,0.18,Mobile,Inactive,Promotion
CMP13004,2025-03-07,20,500,remise — livraison gratuite,"craquez, instantané, meilleur, promo, bon, prix",18.49,2.27,0.0,Mobile,Returning,Promotion
CMP16960,2023-02-20,22,500,revenez — offres limitées aujourd’hui,"bonus, relance, reprise, client, connexion, récompense",13.14,0.1,0.63,Mobile,Returning,Re-engagement
CMP14090,2023-02-22,18,1000,nouvel an — livraison gratuite,"plage, été, offre spéciale, pâques, édition, plaisir",24.63,1.88,0.17,Desktop,New,Seasonal
CMP19828,2023-05-08,2,500,livraison — livraison gratuite,"bundle, remise, flash, surprise, vente, exceptionnelle",16.19,2.77,0.16,Mobile,Loyal,Promotion
CMP12322,2024-06-15,16,500,exclusif — offres limitées aujourd’hui,"exclusif, cadeau, réduction, bundle, bon, pack",22.14,5.7,0.91,Mobile,Loyal,Promotion
CMP16667,2025-07-20,7,500,retour : nos clients adorent,"surprise, fidélité, spécialement pour vous, invité, événement, bonus fidélité",12.13,0.1,0.0,Mobile,Returning,Re-engagement
CMP17009,2023-05-25,19,2000,prix — livraison gratuite,"pack, bonus, code, gratuit, anniversaire, exception",16.69,0.98,0.47,Mobile,VIP,Promotion
CMP14197,2024-11-18,6,500,story — livraison gratuite,"style, retour client, édition limitée, articles, design, astuces",5.97,0.75,0.02,Mobile,Inactive,Newsletter
CMP13549,2023-08-26,7,5000,économie : découvrez nos nouveautés,"limité, commande, surprise, équipe, profitez, semaine",13.73,2.29,0.26,Mobile,Returning,Promotion
CMP19650,2023-05-15,17,5000,gagnez — ne manquez pas cette opportunité,"vente, anniversaire, exceptionnelle, commande, pack, équipe",13.48,0.4,0.0,Mobile,New,Promotion
CMP18363,2023-08-12,10,1000,nouvelle : nos clients adorent,"pack, gagnez, anniversaire, baisse, surprise, réduction",22.81,4.08,0.0,Desktop,New,Promotion
CMP14203,2024-07-29,4,2000,programme — ne manquez pas cette opportunité,"personnalisé, connectez, votre espace, fidélité, client, bienvenue",0.5,0.47,1.39,Tablet,New,Re-engagement
CMP21169,2023-07-29,7,2000,incontournable — offres limitées aujourd’hui,"must-have, édition limitée, articles, concept, coulisses, collection",5.58,0.45,0.86,Tablet,Inactive,Newsletter
CMP20713,2024-05-10,14,2000,innovation — livraison gratuite,"concept, interview, collaboration, bestseller, highlights, newsletter",13.69,2.38,0.0,Mobile,New,Newsletter
CMP16185,2025-02-10,23,2000,déstockage — livraison gratuite ❤️,"rentrée, ambiance, illuminez, automne, magie, occasion",18.09,2.42,0.0,Desktop,New,Seasonal
CMP11639,2024-09-21,17,500,soldes : découvrez nos nouveautés,"meilleur, code, offre, remise, super, duo pack",20.54,4.09,0.0,Desktop,Returning,Promotion
CMP19130,2023-12-27,15,1000,fête : découvrez nos nouveautés,"printemps, fin d’année, famille, joie, tradition, déstockage",17.0,1.59,0.0,Mobile,Inactive,Seasonal
CMP10060,2025-10-17,10,2000,newsletter : découvrez nos nouveautés,"nouveau, partage, highlights, blog, idées, innovation",20.95,4.02,0.76,Mobile,Inactive,Newsletter
CMP11240,2025-06-25,21,500,en attente sur nos best-sellers,"aujourd’hui, stock, achetez, votre sélection, en attente, rappel",15.62,3.78,0.87,Tablet,Returning,Reminder
CMP15760,2024-05-14,18,10000,décryptage : jusqu’à 20% de remise !,"newsletter, articles, découvrez, créatif, lookbook, concept",13.22,0.24,0.12,Desktop,Returning,Newsletter
CMP15136,2025-03-21,2,2000,fidélité — ne manquez pas cette opportunité,"prix, fidélité, réduction, instantané, commande, duo pack",16.83,1.2,0.48,Mobile,Returning,Promotion
CMP12343,2024-01-24,11,1000,design : nos clients adorent ❤️,"design, revue, lancement, focus, moment, décryptage",16.21,1.67,0.0,Mobile,Inactive,Newsletter
CMP12120,2023-07-13,6,5000,client : jusqu’à 10% de remise !,"panier, meilleur, bonus, urgent, fidélité, inédit",8.84,0.4,0.18,Mobile,Returning,Promotion
CMP11524,2025-05-24,2,1000,avantage pour vous — 5 jours seulement,"instantané, bundle, anniversaire, baisse, pack, avantage",20.87,1.49,0.0,Mobile,VIP,Promotion
CMP17617,2023-11-20,23,500,avant — offres limitées aujourd’hui,"achetez, réduction, revenez, urgence, produit, poursuivez",31.35,3.28,0.0,Tablet,Returning,Reminder
CMP10153,2024-04-15,9,5000,histoire — offres limitées aujourd’hui,"tendances, lookbook, découvrez, idées, collection, partage",20.92,0.85,0.0,Mobile,New,Newsletter
CMP10481,2025-04-08,17,500,style — livraison gratuite,"blog, tendances, collection, sélection, idées, moment",11.62,0.65,0.0,Mobile,Returning,Newsletter
CMP16122,2023-09-18,10,1000,duo : découvrez nos nouveautés,"profitez, soldes, coupon, limité, commande, craquez",24.41,1.2,0.0,Mobile,Returning,Promotion
CMP17674,2023-08-26,7,500,bonus — ne manquez pas cette opportunité,"baisse, gratuit, profitez, deal, remise, avantage",11.09,2.63,0.0,Desktop,Returning,Promotion
CMP17101,2025-09-16,6,2000,repas : jusqu’à 25% de remise !,"esprit, soldes, soleil, noël, été, froid",21.68,4.99,1.33,Mobile,Returning,Seasonal
CMP11762,2023-06-16,7,20000,rabais : nos clients adorent,"prix, équipe, spécial, commande, code, client",14.32,1.59,0.0,Mobile,Returning,Promotion
CMP18942,2025-07-25,4,1000,retour client — ne manquez pas cette opportunité,"nouveau, thématique, design, innovation, lancement, guide",9.0,1.8,0.0,Desktop,Returning,Newsletter
CMP17715,2024-07-02,12,500,focus : découvrez nos nouveautés,"thématique, astuces, revue, événement, édition limitée, exclusif",12.81,0.1,0.46,Mobile,New,Newsletter
CMP19977,2024-09-04,22,5000,économie — ne manquez pas cette opportunité,"exceptionnelle, pack, gratuit, super, promo, nouvelle",13.65,2.33,0.29,Mobile,New,Promotion
CMP20885,2023-05-08,6,1000,découvrez : jusqu’à 30% de remise ! ❤️,"actualité, astuces, préférence, nouveau, newsletter, inspiration du mois",20.12,1.86,0.13,Desktop,Returning,Newsletter
CMP17479,2023-08-22,20,500,occasion : jusqu’à 50% de remise !,"collection été, cadeau, illuminez, bonne année, spécial saison, décoration",19.46,2.13,0.0,Tablet,Inactive,Seasonal
CMP16212,2024-11-11,1,1000,code : jusqu’à 30% de remise !,"anniversaire, flash, surprise, rabais, prix, coupon",11.8,0.79,0.0,Mobile,Returning,Promotion
CMP14853,2023-07-25,15,1000,bestseller : jusqu’à 50% de remise !,"design, décryptage, créatif, newsletter, story, inspiration du mois",9.92,1.73,0.0,Mobile,Returning,Newsletter
CMP12711,2023-05-18,20,20000,soldes — offres limitées aujourd’hui,"économie, bundle, coupon, bonus, super, urgent",27.77,4.9,0.51,Desktop,Loyal,Promotion
CMP16766,2024-03-09,4,500,offre spéciale : découvrez nos nouveautés,"été, magie, soleil, papa, tradition, printemps",22.12,2.85,0.0,Mobile,Returning,Seasonal
CMP14150,2023-06-16,19,1000,gratuit sur nos best-sellers,"avantage, meilleur, bon, code, instantané, pack",18.08,5.32,0.49,Mobile,Returning,Promotion
CMP11333,2023-11-26,23,1000,stock pour vous — 3 jours seulement,"flash, client, code, bonus, commande, avantage",16.12,5.21,0.0,Mobile,Returning,Promotion
CMP21287,2025-07-01,17,500,duo pour vous — 2 jours seulement,"commande, satisfaction, offre, exceptionnelle, surprise, exclusif",8.87,0.1,0.0,Mobile,Inactive,Promotion
CMP18378,2024-11-29,9,2000,bundle sur nos best-sellers ❤️,"surprise, deal, inédit, super, jusqu’à, économie",27.37,3.05,0.0,Desktop,Loyal,Promotion
CMP19328,2024-05-21,17,1000,décryptage : découvrez nos nouveautés,"sélection, partage, guide, collection, retour client, découvrez",11.85,0.1,0.0,Mobile,Returning,Newsletter
CMP21263,2023-07-31,1,500,manquant — livraison gratuite,"réduction, terminer, manquant, quantité, oubliez, encore disponible",13.53,1.28,0.0,Mobile,New,Reminder
CMP21646,2023-01-30,18,2000,avantage — ne manquez pas cette opportunité,"réduction, anniversaire, rabais, commande, limité, instantané",14.57,0.1,0.13,Desktop,Inactive,Promotion
CMP20250,2023-01-12,2,5000,vente : découvrez nos nouveautés,"promo, remise, super, stock, baisse, anniversaire",0.5,1.06,0.43,Desktop,New,Promotion
CMP20935,2023-03-02,20,5000,soldes — offres limitées aujourd’hui,"meilleur, semaine, duo, nouvelle, panier, inédit",30.88,3.24,0.5,Mobile,Loyal,Promotion
